partition_alpha,batch_size,lr,wd,epochs,client_num_in_total,cut_layer,num_ln,agg_type,ln_upscale,random_seed,db_id,config_id
0.11727009450102244, 8.0, 0.001, 0.001, 15.0, 10.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 46.0
0.11727009450102244, 8.0, 0.001, 0.001, 15.0, 10.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 47.0
0.11727009450102244, 8.0, 0.001, 0.001, 15.0, 10.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 48.0
0.11727009450102244, 8.0, 0.001, 0.001, 15.0, 10.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 49.0
0.13803746963532806, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 50.0
0.13803746963532806, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 51.0
0.13803746963532806, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 52.0
0.13803746963532806, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 53.0
0.13803746963532806, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 54.0
0.49924534169239804, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 55.0
0.49924534169239804, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 56.0
0.49924534169239804, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 57.0
0.49924534169239804, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 58.0
0.49924534169239804, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 59.0
7.16404042819101, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 60.0
7.16404042819101, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 61.0
7.16404042819101, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 62.0
7.16404042819101, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 63.0
7.16404042819101, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 64.0
3.4890188454913864, 8.0, 0.001, 0.001, 15.0, 3.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 65.0
3.4890188454913864, 8.0, 0.001, 0.001, 15.0, 3.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 66.0
3.4890188454913864, 8.0, 0.001, 0.001, 15.0, 3.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 67.0
3.4890188454913864, 8.0, 0.001, 0.001, 15.0, 3.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 68.0
3.4890188454913864, 8.0, 0.001, 0.001, 15.0, 3.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 69.0
38.00329214045197, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 70.0
38.00329214045197, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 71.0
38.00329214045197, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 72.0
38.00329214045197, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 73.0
38.00329214045197, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 74.0
0.3247673570627448, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 75.0
0.3247673570627448, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 76.0
0.3247673570627448, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 77.0
0.3247673570627448, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 78.0
0.3247673570627448, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 79.0
0.1095960453692584, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 80.0
0.1095960453692584, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 81.0
0.1095960453692584, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 82.0
0.1095960453692584, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 83.0
0.1095960453692584, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 84.0
26.61901888489055, 8.0, 0.001, 0.001, 15.0, 9.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 85.0
26.61901888489055, 8.0, 0.001, 0.001, 15.0, 9.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 86.0
26.61901888489055, 8.0, 0.001, 0.001, 15.0, 9.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 87.0
26.61901888489055, 8.0, 0.001, 0.001, 15.0, 9.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 88.0
26.61901888489055, 8.0, 0.001, 0.001, 15.0, 9.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 89.0
0.11166029133981342, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 90.0
0.11166029133981342, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 91.0
0.11166029133981342, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 92.0
0.11166029133981342, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 93.0
0.11166029133981342, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 94.0
11.290133559092668, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 95.0
11.290133559092668, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 96.0
11.290133559092668, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 97.0
11.290133559092668, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 98.0
11.290133559092668, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 99.0
11.214774784159456, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 100.0
11.214774784159456, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 101.0
11.214774784159456, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 102.0
11.214774784159456, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 103.0
11.214774784159456, 8.0, 0.001, 0.001, 15.0, 12.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 104.0
3.058656666978526, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 105.0
3.058656666978526, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 106.0
3.058656666978526, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 107.0
3.058656666978526, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 108.0
3.058656666978526, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 109.0
0.3312027701465945, 8.0, 0.001, 0.001, 15.0, 17.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 110.0
0.3312027701465945, 8.0, 0.001, 0.001, 15.0, 17.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 111.0
0.3312027701465945, 8.0, 0.001, 0.001, 15.0, 17.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 112.0
0.3312027701465945, 8.0, 0.001, 0.001, 15.0, 17.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 113.0
0.3312027701465945, 8.0, 0.001, 0.001, 15.0, 17.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 114.0
0.5975027999960293, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 115.0
0.5975027999960293, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 116.0
0.5975027999960293, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 117.0
0.5975027999960293, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 118.0
0.5975027999960293, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 119.0
18.453732926615924, 8.0, 0.001, 0.001, 15.0, 6.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 120.0
18.453732926615924, 8.0, 0.001, 0.001, 15.0, 6.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 121.0
18.453732926615924, 8.0, 0.001, 0.001, 15.0, 6.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 122.0
18.453732926615924, 8.0, 0.001, 0.001, 15.0, 6.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 123.0
18.453732926615924, 8.0, 0.001, 0.001, 15.0, 6.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 124.0
0.4205571187007207, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 125.0
0.4205571187007207, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 126.0
0.4205571187007207, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 127.0
0.4205571187007207, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 128.0
0.4205571187007207, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 129.0
0.3585612610345396, 8.0, 0.001, 0.001, 15.0, 18.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 130.0
0.3585612610345396, 8.0, 0.001, 0.001, 15.0, 18.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 131.0
0.3585612610345396, 8.0, 0.001, 0.001, 15.0, 18.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 132.0
0.3585612610345396, 8.0, 0.001, 0.001, 15.0, 18.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 133.0
0.3585612610345396, 8.0, 0.001, 0.001, 15.0, 18.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 134.0
21.15429079726122, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 135.0
21.15429079726122, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 136.0
21.15429079726122, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 137.0
21.15429079726122, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 138.0
21.15429079726122, 8.0, 0.001, 0.001, 15.0, 2.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 139.0
1.5326772391384103, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 140.0
1.5326772391384103, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 141.0
1.5326772391384103, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 142.0
1.5326772391384103, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 143.0
1.5326772391384103, 8.0, 0.001, 0.001, 15.0, 4.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 144.0
6.218704727769078, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 145.0
6.218704727769078, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 146.0
6.218704727769078, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 147.0
6.218704727769078, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 148.0
6.218704727769078, 8.0, 0.001, 0.001, 15.0, 16.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 149.0
0.9541624171184552, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 150.0
0.9541624171184552, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 151.0
0.9541624171184552, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 152.0
0.9541624171184552, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 153.0
0.9541624171184552, 8.0, 0.001, 0.001, 15.0, 14.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 154.0
0.38721180321745813, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 155.0
0.38721180321745813, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 156.0
0.38721180321745813, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 157.0
0.38721180321745813, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 158.0
0.38721180321745813, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 159.0
34.166582909960425, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 160.0
34.166582909960425, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 161.0
34.166582909960425, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 162.0
34.166582909960425, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 163.0
34.166582909960425, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 164.0
0.6516990611177174, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 165.0
0.6516990611177174, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 166.0
0.6516990611177174, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 167.0
0.6516990611177174, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 168.0
0.6516990611177174, 8.0, 0.001, 0.001, 15.0, 13.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 169.0
0.2647114182821816, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 170.0
0.2647114182821816, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 171.0
0.2647114182821816, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 172.0
0.2647114182821816, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 173.0
0.2647114182821816, 8.0, 0.001, 0.001, 15.0, 15.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 174.0
0.31318490181411185, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 175.0
0.31318490181411185, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 176.0
0.31318490181411185, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 177.0
0.31318490181411185, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 178.0
0.31318490181411185, 8.0, 0.001, 0.001, 15.0, 7.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 179.0
1.8629639119246217, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 180.0
1.8629639119246217, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 181.0
1.8629639119246217, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 182.0
1.8629639119246217, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 183.0
1.8629639119246217, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 184.0
0.3945908811099999, 8.0, 0.001, 0.001, 15.0, 11.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 185.0
0.3945908811099999, 8.0, 0.001, 0.001, 15.0, 11.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 186.0
0.3945908811099999, 8.0, 0.001, 0.001, 15.0, 11.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 187.0
0.3945908811099999, 8.0, 0.001, 0.001, 15.0, 11.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 188.0
0.3945908811099999, 8.0, 0.001, 0.001, 15.0, 11.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 189.0
0.3949364447222332, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 190.0
0.3949364447222332, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 191.0
0.3949364447222332, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 192.0
0.3949364447222332, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 193.0
0.3949364447222332, 8.0, 0.001, 0.001, 15.0, 8.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 194.0
15.382308040278993, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 195.0
15.382308040278993, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 196.0
15.382308040278993, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 2.0, 197.0
15.382308040278993, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 3.0, 198.0
15.382308040278993, 8.0, 0.001, 0.001, 15.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 4.0, 199.0
6.5747603034573405, 8.0, 0.001, 0.001, 15.0, 10.0, 3.0, 5.0, 0.0, 2.0, 0.0, 0.0, 200.0
